game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,year_published,artist,category,compilation,designer,expansion,family,publisher,average_rating,users_rated
83,2,180,12,2,180,Sam Grant,180,1997,Eric Hotz,"American Civil War,Wargame",,"Tom Dalgliesh,Gary Selkirk",,Block wargames,Columbia Games,6.43277,119
84,2,150,12,2,150,Rommel in the Desert,150,1982,"Ron Gibson,Jody Harmon,Eric Hotz","Wargame,World War II",,Craig Besinque,,"Block wargames,Desert Theme","Columbia Games,Game Preserve",7.54068,878
85,2,60,12,2,60,Quebec 1759,60,1972,,"Age of Reason,Wargame",,"Steve Brewster,Tom Dalgliesh,Lance Gutteridge",,"Block wargames,Country: Canada,French and Indian War,Provinces: Quebec","Columbia Games,Gamma Two Games",6.93157,616
87,6,180,12,2,180,Victory:  The Blocks of War,180,1998,Eric Hotz,"Wargame,World War II",,"Tom Dalgliesh,Grant Dalgliesh","Victory: The Blocks of War – Additional Blocksets,Victory: The Blocks of War – Elite Blocksets,Victory: The Blocks of War – Extra Maps,Victory: The Blocks of War – Logistics Set",Block wargames,"Columbia Games,Tilsit",6.3167,402
88,4,60,12,2,60,Torres,60,1999,"Alessandra Cimatoribus,Michael Menzel,Franz Vohwinkel","Abstract Strategy,Medieval",,"Michael Kiesling,Wolfgang Kramer",,"3D Games,The Mask Trilogy","ABACUSSPIELE,F.X. Schmid,HUCH! & friends,IDW Games,Ravensburger Spieleverlag GmbH,Rio Grande Games,Tilsit",7.17624,6980
89,4,120,12,2,120,Blue vs. Gray,120,1999,"Rodger B. MacGowan,Mark Simonitch","American Civil War,Card Game,Dice,Wargame",,Evan Jones,,,"GMT Games,QED Games",6.76958,408
90,2,20,8,2,20,Star Wars: Episode 1 – Clash of the Lightsabers,20,1999,,"Card Game,Movies / TV / Radio theme,Science Fiction",,Craig Van Ness,,"Admin: Better Description Needed!,Star Wars","Hasbro,Milton Bradley",6.29314,531
91,2,480,14,2,480,Paths of Glory,480,1999,"Rodger B. MacGowan,Mark Simonitch","Wargame,World War I",,Ted Raicer,Paths of Glory Player's Guide,,"Devir,GMT Games,Udo Grebe Gamedesign,Wargames Club Publishing,Wydawnictwo Gołębiewski",8.02578,3596
93,5,120,12,2,60,El Grande,120,1995,Doris Matthäus,Renaissance,"El Grande Big Box,El Grande Decennial Edition","Wolfgang Kramer,Richard Ulrich","The El Grande Expansions,El Grande: Grandissimo,El Grande: Grossinquisitor und Kolonien,El Grande: König & Intrigant,El Grande: König & Intrigant – Player's Edition,El Grande: König & Intrigant – Unverkäufliche Sonderkarten","Country: Spain,El Grande","Hans im Glück Verlags-GmbH,999 Games,Användbart Litet Företag,Descartes Editeur,Filosofia Éditions,Gabinete Lúdico,Rio Grande Games",7.80446,18423
94,6,90,12,2,90,Union Pacific,90,1999,Franz Vohwinkel,"Economic,Trains",,Alan R. Moon,,Country: USA,"999 Games,AMIGO Spiel + Freizeit GmbH,Rio Grande Games",7.24855,3932
95,6,30,8,2,30,Igel Ärgern,30,1990,Doris Matthäus,"Animals,Children's Game,Dice,Racing",,"Doris Matthäus,Frank Nestel",,Animals: Hedgehogs/Porcupines,"Doris & Frank,University Games",6.41002,960
96,2,60,10,2,60,Broadsides and Boarding Parties,60,1982,,"Nautical,Pirates,Wargame",,"Larry Harris, Jr.",,Gamemaster Series,"Citadel Game Systems,Milton Bradley",6.13295,495
97,6,180,10,2,180,Conquest of the Empire,180,1984,,"Ancient,Economic,Wargame",,"Larry Harris, Jr.",,"Ancient Rome,Gamemaster Series",Milton Bradley,6.26548,906
98,5,180,12,2,180,Axis & Allies,180,1981,Jim Butcher (II),"Economic,Wargame,World War II",,"Larry Harris, Jr.","The Arab Israeli Wars,Axis & Allies Enhanced Realism Rules,Axis & Allies:  A & A Accessories,Central Powers, Axis & Allies Variant,Conquest of the Pacific,Dateline: World War II,East & West: Global War in 1948,Enemy on the Horizon: Axis & Allies Expansion,Honor and Infamy: Commanders (Axis and Allies Variant),Max's Advanced Rules for Axis & Allies,Middle East Combat,New World Order, Axis & Allies Variant,The War to End All Wars: WWI Axis & Allies Variant,The World at War,World War II Expansion 2,World War II Expansion 3: The Battle of Midway,World War II The Expansion","Axis & Allies,Components: Miniatures,Gamemaster Series","Jedko Games,Milton Bradley,Nova Game Designs,PewterCraft",6.53855,8747
99,4,180,12,2,180,Fortress America,180,1986,,"Science Fiction,Wargame",,,"5th Column (fan expansion for Fortress America),Fortress America: Expansion Pack #1,Fortress Illinois","Alternate History,Country: USA,Gamemaster Series",Milton Bradley,6.6939,2144
101,6,60,8,2,60,Detroit-Cleveland Grand Prix,60,1996,"Ramon Mascarenas,Seth Schwartz","Card Game,Racing",,Wolfgang Kramer,,"Auto Racing: Wolfgang Kramer card system,Cities: Cleveland (Ohio, USA),Cities: Detroit (Michigan, USA),Sports: Auto Racing",Mayfair Games,6.7734,1023
102,5,30,10,3,30,Klunker,30,1999,"Oliver Moser,Clarissa Schindler",Card Game,,Uwe Rosenberg,,Admin: Better Description Needed!,"Hans im Glück Verlags-GmbH,Lookout Games,Rio Grande Games",6.20877,800
103,6,240,12,2,30,Titan,240,1980,"Mike Doyle (I),Kurt Miller,Kenn Nishiuye,David A. Trampier,Chris White (I)","Fantasy,Fighting",,"Jason B. McAllister,David A. Trampier",BattleLands of Titan,Valley Games Classic Line,"Avalon Hill,Gorgonstar Publications,Heidelberger Spieleverlag,Valley Games, Inc.",6.96153,3570
104,4,90,14,3,90,Extrablatt,90,1991,,Territory Building,,Karl-Heinz Schmiel,,,Moskito Spiele,7.04646,246
105,5,60,8,2,60,Colossal Arena,60,1997,"Cyrille Daujean,Thierry Doizon,Dan Harding,Steve Holmes,Jan Patrik Krásný,Tyson Milbert,Kurt Miller,Keith Parkinson","Card Game,Fantasy,Mythology",,Reiner Knizia,,"Fantasy Flight Silver Line Games,Knizia Betting Trilogy,Monsters","Altar Games,Avalon Hill,Delta Vision Publishing,Edge Entertainment,Fantasy Flight Games,Hobby Japan,Korea Boardgames co., Ltd.,Lautapelit.fi,Midgaard Games,Nexus,Swan Panasia Co., Ltd.,Ubik",6.79949,6292
106,4,45,10,2,45,Mystery Rummy: Jack the Ripper,45,1998,"Christine Conrad,Virginijus Poshkus","Card Game,Murder/Mystery",,Mike Fitzgerald,,"Card Games: Draw and Discard Games,Characters: Jack the Ripper,Mystery Rummy,Rummy Games","Eagle-Gryphon Games,Edge Entertainment,Kaissa Chess & Games,Pegasus Spiele,U.S. Games Systems, Inc.",6.97858,2895
108,2,20,8,2,20,TAMSK,20,1998,lu'cifer,"Abstract Strategy,Real-time",,Kris Burm,,GIPF Project,"Don & Co.,Rio Grande Games,Schmidt Spiele",6.78007,1234
109,4,45,10,3,45,Wettstreit der Baumeister,45,1994,Claus Stephan,City Building,,Jean du Poël,,,"Historien Spiele Galerie (Historien Spielegalerie),KOSMOS,Tilsit",6.11431,359
110,6,60,8,2,60,Auf Achse,60,1987,"Jochen Frick,Harald Lieske","Economic,Transportation",,Wolfgang Kramer,,"Auf Achse,Country: Germany,Promotional Board Games","F.X. Schmid,Grow Jogos e Brinquedos,Ravensburger Spieleverlag GmbH,Rhenania Gruppe,Schmidt Spiele,Vini-Spil",6.26805,1293
111,5,90,12,3,45,Rheinländer,90,1999,"William O'Connor,Franz Vohwinkel","Abstract Strategy,Medieval,Territory Building",,Reiner Knizia,,"Admin: Better Description Needed!,Country: Germany","Face2Face Games,Hasbro,Parker Brothers",6.61642,1396
112,6,45,14,2,45,Condottiere,45,1995,"Dominique Ehrhard,John Goodenough,Serge Hochain,Tomasz Jedruszek,Scott Nicely,David Palumbo","Bluffing,Card Game,Medieval,Negotiation",,"Dominique Ehrhard,Duccio Vitale",,"Admin: Better Description Needed!,Country: Italy,Fantasy Flight Silver Line Games","Arclight,Descartes Editeur,Edge Entertainment,Eurogames,Fantasy Flight Games,Galakta,Giochi Uniti,Heidelberger Spieleverlag,Hobby World,Lautapelit.fi,Nexus,Ubik",6.73922,6301
113,6,60,10,4,60,Mit List und Tücke,60,1999,,Card Game,,Klaus Palesch,,,Berliner Spielkarten,6.61422,204
114,6,45,12,2,45,Ransom,45,1994,Lewis Michael,"Abstract Strategy,Bluffing,City Building,Economic,Negotiation",,"Lewis Michael,Philip O'Neill",,Video Tape Box Games,(Self-Published),6.42,70
115,6,60,12,3,60,I'm the Boss!,60,1994,William O'Connor,Negotiation,,Sid Sackson,,"Admin: Better Description Needed!,Gryphon Family Games series","Eagle-Gryphon Games,Edge Entertainment,Face2Face Games,Kaissa Chess & Games,Korea Boardgames co., Ltd.,New Games Order, LLC,Schmidt Spiele,Stratelibri,Swan Panasia Co., Ltd.",6.82562,3062
116,5,30,12,2,30,Guillotine,30,1998,"Quinton Hoover,Mike Raabe","Card Game,Humor",,Paul Peterson,,Country: France,"AMIGO Spiel + Freizeit GmbH,Darwin Project,Halloween Concept,Hasbro,Play Factory,PS-Games,Wizards of the Coast",6.53873,15334
117,4,45,10,2,30,Ta Yü,45,1999,"Anke Pohl,Thilo Rick,Claus Stephan",Abstract Strategy,,Niek Neuwahl,,"Asian Theme,Connection Games","Crown & Andrews Ltd.,Goliath B.V.,KOSMOS,Rio Grande Games",6.99002,1263
118,5,45,10,3,45,Modern Art,45,1992,"Carole Carrion,Manuel Carvalho,Mike Doyle (I),Pete Fenlon,Paul Laane,Ramon Martins,Daniel Melim,Rafael Silveira,Sigrid Thaler,Zeilbeck & Natzeck Design Company","Card Game,Economic",,Reiner Knizia,,Visual Arts: Painting,"CMON Limited,Drosselmeyer & Co. Ltd.,GeGe Co Ltd,Hans im Glück Verlags-GmbH,Kaissa Chess & Games,Lautapelit.fi,Matagot,Mayfair Games,New Games Order, LLC,Odysseia Jogos,Oink Games,Pegasus Spiele,REBEL.pl,Wargames Club Publishing",7.30341,11439
119,4,45,9,2,45,Kingdoms,45,1994,"Kevin Childress,Anders Finér,Eric Lofgren,Henning Ludvigsen,Jim Pavelec,Peter Tikos,Franz Vohwinkel","Abstract Strategy,Fantasy,Medieval",,Reiner Knizia,Kingdoms: The Wizard,Fantasy Flight Silver Line Games,"ADC Blackfire Entertainment,Arclight,Bergsala Enigma,cutia.ro,Delta Vision Publishing,Edge Entertainment,Fantasmagoria,Fantasy Flight Games,Hans im Glück Verlags-GmbH,Menart,Midgaard Games,MINDOK,Swan Panasia Co., Ltd.",6.6327,3995
120,6,45,12,2,45,Hoity Toity,45,1990,"Leif Åbjörnsson,Tanja Donner,Ritva Hussain-Shahid,Michaela Kienle,Björn Lindsten,Cornelia von Seidlein",Bluffing,,Klaus Teuber,,"Admin: Better Description Needed!,Alea Big Box","alea,Ravensburger Spieleverlag GmbH,Avalon Hill,F.X. Schmid,G&RRR,Gibsons Games,Jumbo,MIKA,Überplay,Vini-Spil",6.54518,4410
121,6,180,12,2,60,Dune,180,1979,"Jean Baer,Fabrice Lamy,Christophe Peulvast,Mick (Mike) Uhl,Olivier Vatine,Chris White (I)","Bluffing,Fighting,Negotiation,Novel-based,Political,Science Fiction",,"Bill Eberle,Jack Kittredge,Peter Olotka","Dune Variant Cards,Dune: Spice Harvest,Dune: The Duel","Desert Theme,Dune","Avalon Hill,Descartes Editeur,Hobby Japan",7.61137,4563
122,5,45,12,3,45,Quo Vadis?,45,1992,"Pete Fenlon,Jason Hawkins,Jessica Ney,Franz Vohwinkel,Stephen Graham Walsh","Ancient,Negotiation,Political",,Reiner Knizia,,Ancient Rome,"AMIGO Spiel + Freizeit GmbH,Hans im Glück Verlags-GmbH,Mayfair Games",6.44426,1913
124,4,90,12,3,90,Primordial Soup,90,1997,Doris Matthäus,Prehistoric,,"Doris Matthäus,Frank Nestel",Primordial Soup: Freshly Spiced,"Admin: Better Description Needed!,Evolution","Doris & Frank,Z-Man Games",6.98124,4240
125,5,30,10,3,30,Money!,30,1999,"Paul Niemeyer,Marek Szyszko,Franz Vohwinkel",Card Game,,Reiner Knizia,,"Goldsieber à la Carte,Gryphon Games bookshelf series","Eagle-Gryphon Games,Egmont Polska,Goldsieber Spiele,Rio Grande Games,Wargames Club Publishing",6.56467,2396
126,6,90,12,2,90,The Really Nasty Horse Racing Game,90,1987,,"Animals,Racing",,Simon Knock,,Sports: Horse Racing,"Rascals Products Limited,University Games,Upstarts,Winning Moves UK Ltd.",6.32087,654
127,6,120,10,1,120,Princess Ryan's Star Marines,120,1997,"Larry Elmore,Kurt Miller","Deduction,Science Fiction",,Mark McLaughlin,,,Avalon Hill,5.31929,197
128,8,20,10,1,20,Take it Easy!,20,1983,"Alexander Strohmaier,Steve Tolley,Franz Vohwinkel","Abstract Strategy,Puzzle",,Peter Burley,,"Solitaire Games,Take It...","Arclight,Burley Games,Cappelen,Cranio Creations,DiceTree Games,Eagle-Gryphon Games,F.X. Schmid,förlAgo AB,Play Smart,Ravensburger Spieleverlag GmbH,Spear's Games,Swan Panasia Co., Ltd.,White Goblin Games",6.59535,2046
130,6,240,12,2,240,Iron Dragon,240,1994,"Larry Elmore,Chris Vande Voort","Fantasy,Trains,Transportation",,"Darwin Bromley,Tom Wham",Iron Dragon Extensions,Empire Builder Rail Games,Mayfair Games,6.95603,1372
132,2,60,10,2,60,Caesar & Cleopatra,60,1997,Franz Vohwinkel,"Ancient,Bluffing,Card Game",,Wolfgang Lüdtke,,"Ancient Rome,Kosmos two-player series","999 Games,Filosofia Éditions,Kaissa Chess & Games,KOSMOS,Laser plus,Rio Grande Games,Tilsit",6.4504,3837
133,6,120,18,2,120,Frischfleisch,120,1999,"Lars-Arne ""Maura"" Kalusky","Exploration,Horror",,Friedemann Friese,,,2F-Spiele,6.12852,142
134,5,45,12,3,45,Cape Horn,45,1999,"Anke Pohl,Thilo Rick,Claus Stephan","Nautical,Racing",,Thorsten Gimmler,,Sports: Sailing,"KOSMOS,Rio Grande Games,Tilsit",6.003,516
135,4,60,12,2,60,Kontor,60,1999,"Olivier Frot,Franz Vohwinkel","City Building,Nautical,Renaissance",,Michael Schacht,"Kontor: 3 & 4 player expansion,Kontor: Das Exportlager,Kontor: Die Aktionstafeln,Kontor: Die Ereigniskarten",,"999 Games,Goldsieber Spiele,Tilsit",5.97458,688
136,6,30,8,3,30,Robin Hood,30,1999,Oliver Freudenreich,Card Game,,Klaus Palesch,,Characters: Robin Hood,AMIGO Spiel + Freizeit GmbH,5.49324,74
137,10,20,12,2,20,Pass the Bomb,20,1994,"Patrick Fix,G. Husner,Simon Roberts","Electronic,Party Game,Real-time,Word Game",,"Sylvie Barc,Roger Heyworth,Los Rodriguez",,Pass the Bomb,"AS Company,Asmodee,danspil,Gibsons Games,Goliath B.V.,Jumbo,Piatnik,Pressman Toy Corp.,Ravensburger Spieleverlag GmbH,Venice Connection,Week End Games",5.90016,935
139,12,45,10,3,45,Hoax,45,1981,Linda Bound,"Bluffing,Deduction",,"Bill Eberle,Edward Horn, Jr.,Jack Kittredge,Peter Olotka",,,"Eon,Hexagames (I)",6.03409,198
141,5,60,10,3,60,Andromeda,60,1999,Doris Matthäus,"Science Fiction,Space Exploration,Territory Building",,Alan R. Moon,,,"999 Games,ABACUSSPIELE,Grünspan-Spiele,Rio Grande Games",6.41569,1189
142,5,90,12,3,90,Vino,90,1999,Franz Vohwinkel,Economic,,Christwart Conrad,,"Admin: Better Description Needed!,Wine Games","Goldsieber Spiele,Rio Grande Games",6.47906,639
144,6,90,10,3,90,Elfenwizards,90,1995,Doris Matthäus,Negotiation,,Alan R. Moon,,"Fairies, Elves and Pixies",White Wind,6.175,104
145,5,90,16,2,90,Metropolis,90,1984,(Uncredited),"City Building,Negotiation",,Sid Sackson,,Polyominoes,"Otto Maier Verlag,Ravensburger Spieleverlag GmbH",6.44617,324
146,4,45,10,2,45,Buy Low Sell High,45,1996,"Miles Germer,Alvin Madden",Economic,,Reiner Knizia,,,"Editrice Giochi,Überplay,Wargames Club Publishing",6.1628,825
147,4,90,13,2,90,Crude: The Oil Game,90,1974,William Bricker,"Economic,Industry / Manufacturing",,James J. St. Laurent,,"Oil, Gas, and Petroleum","Hexagames (I),Pegasus Spiele,St. Laurent Games,Stronghold Games",6.77777,930
148,6,60,8,3,60,Die Glücksritter,60,1999,Nicholas Price,"Bluffing,Medieval",,Klaus Kreowski,,,Schmidt Spiele,5.7768,125
150,8,30,6,2,30,PitchCar,30,1995,Jean du Poël,"Action / Dexterity,Children's Game,Party Game,Racing,Sports",,Jean du Poël,"PitchCar Extension,PitchCar Extension 2,PitchCar Extension 5: The Cross,PitchCar Extension 6,PitchCar Special Long Straights,PitchCar: Stunt Race","Finger Flicking Games,PitchCar,Promotional Board Games,Sports: Auto Racing","Ferti,Goldsieber Spiele,Historien Spiele Galerie (Historien Spielegalerie),Lautapelit.fi,Vision",7.24935,7562
151,4,15,8,2,15,Piratenbillard,15,1959,"Franz Vohwinkel,Reinhold Wittig","Action / Dexterity,Pirates",,Reinhold Wittig,,Abacus wood box,ABACUSSPIELE,6.56711,336
152,8,60,11,2,60,Mu & more,60,1995,Doris Matthäus,"Card Game,Game System",,"Doris Matthäus,Frank Nestel",,,"AMIGO Spiel + Freizeit GmbH,Doris & Frank,Rio Grande Games",7.18178,1711
153,6,60,10,2,60,Take 5!,60,1998,Franz Vohwinkel,Card Game,,Wolfgang Kramer,,"6 nimmt!,Animals: Cattle","999 Games,AMIGO Spiel + Freizeit GmbH",6.42598,1414
154,2,360,12,2,360,Union vs. Central,360,1999,Dieter Danziger,"Adventure,American West,Card Game,Economic,Trains,Transportation",,Dieter Danziger,,Admin: Better Description Needed!,Winsome Games,6.66914,81
155,4,60,12,3,60,Was sticht?,60,1993,Ralf E. Kahlert,"Card Game,Deduction",Mü & Lots More,Karl-Heinz Schmiel,,,"Moskito Spiele,New Games Order, LLC",6.96495,573
156,6,60,10,2,60,Wildlife Adventure,60,1985,Gerhard Schmid,"Animals,Exploration,Transportation",,"Wolfgang Kramer,Ursula Kramer",,Safari,"Otto Maier Verlag,Ravensburger Spieleverlag GmbH",6.89775,517
157,6,240,10,2,180,Eurorails,240,1990,"Mike Atkinson,Mari Paz Pasicolan-Cabardo,Ike Scott,Stefan Sierhej","Economic,Trains,Transportation",,"Darwin Bromley,Steven Courtemanche,Larry Roznai",Transatlantic Rails,Empire Builder Rail Games,Mayfair Games,7.05898,1561
162,2,90,12,2,90,The Awful Green Things From Outer Space,90,1979,"Carl Anderson,Jeffrey D. George,Beverly Hale,Tom Wham","Science Fiction,Wargame",,Tom Wham,"The Awful Green Things From Outer Space: The Obnoxious Orange Things From Another Place,Outside the Znutar","Aliens,Magazine: Dragon,Video Tape Box Games","Grow Jogos e Brinquedos,Steve Jackson Games,TSR",6.49136,2263
163,6,60,12,2,60,Balderdash,60,1984,Búi Kristjánsson,"Bluffing,Party Game,Word Game",,"Laura Robinson,Paul Toyne",,"Balderdash,Dictionary Games","Barnes & Noble,Canada Games,Casper,Drumond Park Ltd.,The Game Works, Inc.,The Games Gang, LTD,Hasbro,Mattel,Milton Bradley,Parker Brothers,Popular de Juguetes,Schmidt Spiele,Tactic,Target Games,TSR,Vaka-Helgafell,Ventura Games,Western Publishing Company,Weston Group",6.39247,3947
164,6,30,12,3,30,"Before I Kill You, Mister Spy...",30,1996,Cheyenne Wright,"Card Game,Spies/Secret Agents",,James Ernest,,Characters: James Bond,Cheapass Games,5.40672,1116
165,2,20,10,1,20,Black Box,20,1977,Franz-Josef Schulte,"Abstract Strategy,Deduction,Puzzle",,Eric Solomon,Black Box Game Book,Marble Games,"Alga,Capiépa - Jeux Éducatifs,Clipper,franjos Spieleverlag,Parker Brothers,Waddington's Games, Inc.",6.35521,737
166,6,120,0,2,120,Black Death,120,1993,Darrell Midgette,"Educational,Medical",,Greg Porter,,,"BTRC (Blacksburg Tactical Research Center),Devir,Sphinx Spieleverlag",5.70588,119
167,6,120,12,2,120,Dicke Kartoffeln,120,1989,Doris Matthäus,"Economic,Farming",,"Doris Matthäus,Frank Nestel",,,ABACUSSPIELE,6.22465,142
168,6,180,12,2,180,Empire Builder,180,1982,"Peter Y. Bromley,Jim Clouse,Morgan Dontanville,Pete Fenlon,Jim Malik,Drew Perkett,Louis Rexing,Mike Russo,Stefan Sierhej,Chris Vande Voort","Economic,Trains,Transportation",,"Darwin Bromley,Bill Fawcett","Mexican Rails,South American Rails,Super Sadistic Advanced Empire Builder,Transatlantic Rails","Country: USA,Empire Builder Rail Games",Mayfair Games,6.91675,2482
169,2,30,8,2,30,En Garde,30,1993,Pierô,"Card Game,Sports",,Reiner Knizia,,"Admin: Better Description Needed!,Gryphon Two-Player Games series,Sports: Combat Sports / Martial Arts","ABACUSSPIELE,Eagle-Gryphon Games,Ferti,New Games Order, LLC",6.50667,1386
170,6,30,8,2,30,Family Business,30,1982,"David B. Bromley,Mark Bromley,Antonio Dessi,Franck Dion,Drew Perkett","Card Game,Mafia",,David B. Bromley,"Family Business: Blood Brothers and The Moll Expansions,Mayfair Games Limited Edition Promo Expansion Set #3","Cities: Chicago (Illinois, USA),Country: USA","ADC Blackfire Entertainment,Asmodee,Cutting Edge Publishing & Design House GmbH,Mayfair Games,Spielfreaks, Ltd.,Stratelibri,Truant Spiele",6.1159,3409
172,6,20,8,3,20,For Sale,20,1997,"Óscar Aguado,Alvin Madden,Catell Ruz,Uros Vuckovic,Klaus Wilinski","Card Game,Economic",,Stefan Dorra,For Sale: Hebrew Promo Cards,Gryphon Games bookshelf series,"Albi,Brain Games,Compaya.hu - Gamer Café Kft.,Competo / Marektoy,Eagle-Gryphon Games,F.X. Schmid,Gabinete Lúdico,Heidelberger Spieleverlag,IELLO,Jolly Thinkers,Kaissa Chess & Games,Meeple Virus,NeoTroy Games,New Games Order, LLC,Portal Games,Ravensburger Spieleverlag GmbH,Überplay,uplay.it edizioni,Wargames Club Publishing,Взрослые дети,Нескучные игры,פרש משחקים - Game Knight",7.22213,15544
173,10,120,10,2,120,Formula Dé,120,1991,"Bernard Bittler,Elisabeth Daniel,Babbette Huckaba,Guillaume Rohmer","Racing,Sports",,"Laurent Lavaur,Eric Randall","Formula Dé Circuit 33: 10th Anniversary,Formula Dé Circuits 1 & 2: Monaco & Zandvoort 1,Formula Dé Circuits 11 & 12: Watkins Glen & Silverstone,Formula Dé Circuits 13 & 14: Montreal & Long Beach,Formula Dé Circuits 15 & 16: Hockenheim & Zeltweg,Formula Dé Circuits 17 & 18: Buenos-Aires & Barcelona,Formula Dé Circuits 19 & 20: Suzuka & Melbourne,Formula Dé Circuits 21 & 22: Budapest & Nürburgring,Formula Dé Circuits 23 - 26: USA Track Pack #1,Formula Dé Circuits 27 - 30: USA Track Pack #2,Formula Dé Circuits 3 & 4: Zandvoort 2 & SPA-Francorchamps,Formula Dé Circuits 31 & 32: Zhuhai & Sepang,Formula Dé Circuits 34 & 35: Bahrain & Shanghai,Formula Dé Circuits 5 & 6: Kyalami & Ferrari Autodromo,Formula Dé Circuits 7 & 8: Magny-Cours & Monza,Formula Dé Circuits 9 & 10: Estoril & Interlagos,Formula De: Gran Premio d'Italia – Perugia – Circuito Cittadino,Formula Dé: ITALY SERIES – Agrigento Valle dei Templi,Formula Dé: ITALY SERIES – Bologna Centro,Formula Dé: ITALY SERIES – Bologna Stadio Dall'Ara,Formula Dé: ITALY SERIES – Commemorative Track,Formula Dé: ITALY SERIES – Firenze Lungo Arno,Formula Dé: ITALY SERIES – Milano Castello Sforzesco,Formula Dé: ITALY SERIES – Misano, Santa Monica,Formula Dé: ITALY SERIES – Palermo Marina,Formula Dé: ITALY SERIES – Roma Colosseo,Formula Dé: ITALY SERIES – Roma Isola Tiberina,Formula Dé: ITALY SERIES – Torino Centro,Formula Dé: ITALY SERIES – Trieste Porto,Formula Dé: Laguna Seca,Formula Dé: Lime Rock Park,Formule Dé Circuit  № 10: GRANDE PREMIO DE BRASIL – Circuito do Interlagos,Formule Dé Circuit  № 9: GRAND PRIX DU CANADA – Circuit Gilles Villeneuve,Formule Dé Circuit № 11: JAPAN GRAND PRIX – Suzuka Circuit,Formule Dé Circuit № 12: SOUTH of AFRICA GRAND PRIX – Kyalami Circuit,Formule Dé Circuit № 13: SAN MARINO – Autodromo Enzo & Dino Ferrari,Formule Dé Circuit № 1: Grand Prix de MONACO,Formule Dé Circuit № 2: FRANCE – Circuit de Nevers Magny-Cours,Formule Dé Circuit № 3: GRAN PREMO D'ITALIA – Autodromo Nazionale Monza,Formule Dé Circuit № 4: GROSSER PREIS VON DEUTSCHLAND – Hockenheim Ring,Formule Dé Circuit № 5: GRAND PRIX DE BELGIQUE – Circuit de Spa – Francorchamps,Formule Dé Circuit № 6: GRANDE PREMIO DE PORTUGAL – Circuito do Estoril,Formule Dé Circuit № 7: BRITISH GRAND PRIX – Silverstone Circuit,Formule Dé Circuit № 8: GRAN PREMIO DE ESPAÑA – Circuit de Catalunya,Formule Dé: World Championship","Formula De/De mini/D,Sports: Auto Racing","999 Games,Asmodee,Descartes Editeur,Eurogames,Fantasy Shop,Ludodélire,Top Licence Games",6.99229,7085
